,PC1,PC2,PC3,PC4,PC5,income
0,0.3857857397582756,-0.24216107346684698,0.3099794463550189,-0.02075553297646762,0.08628799937251008,0.15418459708287924
1,-0.09992774658656002,-0.4474336430076388,-1.7751400775705637,-0.7881090731957211,0.49378746363747467,-0.726524210283054
2,-0.9703330327306499,-1.2357839214820947,1.1199284562854797,0.3649809037918015,-0.02599463997521088,-0.18836584311133026
3,-0.16729013691866404,-0.5998953101524838,-0.7753378460759359,1.4377903771612452,0.31434635005887585,1.1237979056989014
4,2.9802995479628382,-0.9717059666262494,1.2189730835804906,-0.6740082653302782,-0.7571081898702293,0.9834792960218731
5,0.6958108958585919,0.49009951127515583,-0.02694963936928327,-0.5058535855155589,0.9510263050076461,-0.3174193107140948
6,-2.0310773035863403,1.151789482241883,-0.2550176144655521,-0.008319869023255991,-0.1471716330857288,-1.0241492638851
7,0.16201147184374387,-2.363784727504952,0.005600549935174682,-1.2181548252713665,0.4985035610918549,-0.9372274276400815
8,3.615254016301683,2.8116513899015723,0.5919117024081605,-0.8018114892442432,0.7312910163218713,0.775659955035857
9,0.052661818150342786,-0.44611252691662223,0.6407140247117705,-0.6761975173508623,0.20196240791846692,-0.59057647573084
10,-1.0035107825505378,-0.9832565410763544,1.3172851152882195,0.6910765292303724,-0.28907168504174346,0.1397201546595247
11,-2.091612055616372,1.4199419748626176,-0.5481357567418622,-0.000589013045896187,-0.11604017439374155,-1.0241492638851
12,-0.41187164294611484,0.3631889466579645,-1.1222449219044508,-0.15980948362943123,-0.23669977305382345,-0.23009192935440284
13,-1.5142436969164705,-0.1292822775241659,0.600399866955533,0.1619350009999638,-0.12764793461982038,-0.6241465991121458
14,0.7503981338292568,0.9983986661541733,-0.5773036960959965,-0.17064255545598017,0.9220419720898068,0.02806006641942326
15,-2.0932731855846076,1.421223451270311,-0.5170388416666858,-0.019981553210480067,-0.10338612295985714,-1.0241492638851
16,1.1804432088359587,1.138082013766092,-0.869200590261106,-1.5899678145879026,-1.1336070343510585,-0.5502923276732732
17,-1.9892650232004814,0.8772341701240364,-0.019235037640339125,-0.0748497233664392,-0.14005515747477723,-1.0241492638851
18,-0.058421306321282826,-1.493086046478773,-0.24582176038677517,-0.8923766464247476,0.21128708940299268,-0.7378344129256147
19,-1.4837508350538156,0.567264626011488,0.1989431676072473,0.7034627402088807,-0.3354114134339297,-0.07720142112249641
20,0.3188417177094472,0.8297264566239771,-1.2127007541640302,0.06306340036258337,0.3849006268391139,0.17018109882833363
21,-0.026907259492015438,-0.5024233140034435,-2.311456526009612,-1.0024574873514656,0.809946572190879,-0.8818479892030013
22,1.1553904035162406,-1.8535932368736352,0.3594813803288646,1.4568153966030168,-0.602282918391805,1.9917545722367678
23,-0.8525486306227275,-1.030402306798211,0.3149860250557804,0.34770510595851467,0.2648435179788401,-0.14573854550231655
24,1.8783652476213601,1.3031369692179928,-0.24844196143402564,-1.3377880716065862,-0.6981000595630404,-0.15294823642984529
25,0.03985932609650462,-1.2617512033091498,-1.016645936871979,-0.9155272670567467,0.49091776501030354,-0.731570993932324
26,-0.7236946063786263,1.5090951291515184,-0.14744066155780924,-0.6042585320666167,-0.1619134679954657,-0.8812622018151397
27,-0.28557098389541136,-0.13550795690201833,1.3588459945424913,-0.5451170453018331,-0.29747420892776305,-0.6196856028507374
28,0.7233358773591015,-0.7888287427167467,0.3421469491022711,0.07915764139177499,0.2367035326987614,0.3575880023757839
29,0.17268980873797815,-0.9894610788593581,-0.8048749102578446,-0.23718797301968877,0.09829970406103543,-0.044036842855864185
30,0.027405407210229618,0.07524829085568505,-1.8579458057083267,-0.0315654399867991,0.13585388856642924,0.07199412050905155
31,1.501091473404742,0.19160859663659172,-0.8085388035688607,1.9002317232082697,-0.062022971048227876,2.4043741961328973
32,1.0726212736245795,1.5517336484497857,-0.13535102245351086,1.2813741186695036,0.1216873191995751,1.5261437200233021
33,0.6381313286427751,-0.49944747982516446,0.5660997447077931,0.35097667132827554,-0.0413555458062382,0.6129011823468956
34,-0.7182355159757194,0.5542517711852828,-1.2683820915754538,1.2991426360284968,0.17674676031342754,0.7778679228824127
35,0.42976732817627666,1.3623359538282402,0.2024194024082165,0.03183240665975541,0.38329287639932247,0.07280521073839853
36,-1.879537805550943,-0.2463380701321995,1.464112099402327,-0.16107759430627114,-0.3739438271084405,-1.0241492638851
37,0.4147036988240997,-0.24219008052864216,-0.15907766972273513,-0.24623111085290936,0.3750170461176887,-0.04800217286600499
38,-0.8956199134822431,-1.5460794295976612,0.8579547271845257,0.03841979589250103,0.30557727550133185,-0.43169291191542536
39,-1.2678770033895608,0.09109730567857195,0.275065464727872,0.6965316901380508,-0.21606343680675544,-0.0017249692249298658
40,-0.6329695900566951,-0.31131849984814053,0.23101047281776638,-0.4414352140874071,-0.5796338901564674,-0.5724170667071271
41,1.1859877983237495,2.2860630198775675,0.021461702917704092,0.7138355234155723,0.7819232072897643,0.9277393730384165
42,0.387506070658174,0.30052442727376494,-0.6728174714843309,-0.038810624582680454,0.34430017817720515,0.08186238496610651
43,0.4925873230837359,0.269181398984317,1.230672150929462,-0.3346665552980075,0.3901022163772986,-0.21143685407942223
44,-1.061337799679422,-0.2346862307980325,-0.9368131810451167,0.009617579775892879,0.6622436070320827,-0.5625488022500721
45,0.17229463517849128,-1.036517738085156,-1.806453178788777,-0.8819012719329699,0.7472879341424126,-0.6631690512573951
46,0.2802704695660891,0.062299051208505526,0.08335191029577271,-0.05003296533392035,0.1006590395486272,0.07758163097788633
47,0.7841777419762141,1.4619603097356566,-0.11982763775572164,-1.561071310787734,-1.60576600456714,-0.6829957013080992
