income;age;years_with_bank;nbr_children;marital_status;Albuquerque                             ;Anaheim                                 ;Arlington                               ;Atlanta                                 ;Austin                                  ;Baltimore                               ;Birmingham                              ;Boston                                  ;Buffalo                                 ;Charlotte                               ;Chicago                                 ;Cincinnati                              ;Cleveland                               ;Colorado Springs                        ;Columbus                                ;Corpus Christi                          ;Dallas                                  ;Dayton                                  ;Denver                                  ;Detroit                                 ;El Paso                                 ;Fort Worth                              ;Fresno                                  ;Honolulu                                ;Houston                                 ;Indianapolis                            ;Jacksonville                            ;Jersey City                             ;Kansas City                             ;Las Vegas                               ;Lexington                               ;Long Beach                              ;Los Angeles                             ;Louisville                              ;Memphis                                 ;Mesa                                    ;Miami                                   ;Milwaukee                               ;Minneapolis                             ;Nashville                               ;New Orleans                             ;New York City                           ;Newark                                  ;Norfolk                                 ;Oakland                                 ;Oklahoma City                           ;Omaha                                   ;Philadelphia                            ;Phoenix                                 ;Pittsburgh                              ;Portland                                ;Riverside                               ;Rochester                               ;Sacramento                              ;San Antonio                             ;San Diego                               ;San Francisco                           ;San Jose                                ;Santa Ana                               ;Seattle                                 ;St Louis                                ;St Paul                                 ;Tampa                                   ;Toledo                                  ;Tucson                                  ;Tulsa                                   ;Virginia Beach                          ;Washington                              ;Wichita                                 
0.15418459708287924;0.1843123709844537;0.4085392190797872;0.25859075767288664;0.132148817287968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0.726524210283054;1.4930703664729232;-1.0874352743153162;-0.6482979558559694;0.132148817287968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0.18836584311133026;-0.23449018757185658;1.5305200891261146;-0.6482979558559694;-0.9896144385542159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.1237979056989014;0.603114929540764;-0.3394480276177645;-0.6482979558559694;-0.9896144385542159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.9834792960218731;0.8648665286384578;1.9045137124748905;1.1654794712017427;2.375675328972336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0.3174193107140948;0.5507646097212251;-0.3394480276177645;1.1654794712017427;0.132148817287968;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-1.0241492638851;-1.3861972236017097;-1.0874352743153162;-0.6482979558559694;-0.9896144385542159;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0.9372274276400815;1.9118729250292334;1.5305200891261146;-0.6482979558559694;0.132148817287968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
0.775659955035857;-0.07743922811324022;-1.0874352743153162;3.8861456117883106;2.375675328972336;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
-0.59057647573084;0.1843123709844537;0.782532842428563;0.25859075767288664;0.132148817287968;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
